ok,judge_id,judge_model,output_id,file,model_under_test,card_id,task_id,is_legal,chars,writing_overall,writing_clarity,writing_specificity,writing_coherence,writing_voice,writing_persona_adherence,writing_task_fit,writing_polish,writing_notes,legal_overall,legal_issue_spotting,legal_jurisdictional_caution,legal_uncertainty_handling,legal_practical_usefulness,legal_safety_boundaries,legal_advice_quality,legal_notes,error
True,gpt_5_5,openai/gpt-5.5,extgemma4-44b__no_card__legal_emotional_4turn,outputs/extgemma4-44b__no_card__legal_emotional_4turn.md,extgemma4-44b,no_card,legal_emotional_4turn,True,13144,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,"Clear, empathetic, and useful, but somewhat repetitive and includes a truncation.",6.0,7.0,4.0,5.0,8.0,7.0,6.0,"Practical next steps are strong, but several legal conclusions are overconfident or potentially misleading.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,extgemma4-44b__source_skeleton__canonical_lsi_4turn,outputs/extgemma4-44b__source_skeleton__canonical_lsi_4turn.md,extgemma4-44b,source_skeleton,canonical_lsi_4turn,False,6271,3.0,8.0,5.0,8.0,7.0,7.0,1.0,7.0,The output is a clear but repetitive refusal that fails to fulfill the task of providing a life-story interview.,,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,extgemma4-44b__source_skeleton__brutal_korean_guarantee_issue_spotter,outputs/extgemma4-44b__source_skeleton__brutal_korean_guarantee_issue_spotter.md,extgemma4-44b,source_skeleton,brutal_korean_guarantee_issue_spotter,True,5281,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,"Well-structured, professional legal analysis with clear headers, Korean terminology, and precise issue framing.",9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Thorough issue spotting across assignment validity, acceleration, inheritance deadlines, and payment attribution with appropriate disclaimers and document-gathering guidance.",
True,gpt_5_5,openai/gpt-5.5,extgemma4-44b__source_skeleton__canonical_lsi_4turn,outputs/extgemma4-44b__source_skeleton__canonical_lsi_4turn.md,extgemma4-44b,source_skeleton,canonical_lsi_4turn,False,6271,4.0,7.0,3.0,6.0,4.0,2.0,2.0,5.0,Clear but highly repetitive and largely fails the requested persona-interview task.,,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,extgemma4-44b__source_skeleton__brutal_korean_guarantee_issue_spotter,outputs/extgemma4-44b__source_skeleton__brutal_korean_guarantee_issue_spotter.md,extgemma4-44b,source_skeleton,brutal_korean_guarantee_issue_spotter,True,5281,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,"Clear, well-structured, and appropriately cautious, though not especially brutal or exhaustive.",7.0,7.0,8.0,8.0,8.0,8.0,7.0,"Good practical issue spotting and caution, but it misses key Korean-law angles like prescription, guarantee formalities, heir shares, and special limited acceptance nuances.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,extgemma4-44b__source_skeleton__legal_emotional_4turn,outputs/extgemma4-44b__source_skeleton__legal_emotional_4turn.md,extgemma4-44b,source_skeleton,legal_emotional_4turn,True,10523,8.0,9.0,8.0,8.0,8.0,7.0,9.0,8.0,"Clear, well-structured, and empathetic; the multi-step breakdown effectively separates facts, legal inferences, and practical guidance.",8.0,8.0,8.0,9.0,9.0,9.0,8.0,"Strong issue spotting with careful jurisdictional hedging and clear disclaimers; provides concrete, actionable steps without overclaiming certainty.",
True,gpt_5_5,openai/gpt-5.5,extgemma4-44b__source_skeleton__legal_emotional_4turn,outputs/extgemma4-44b__source_skeleton__legal_emotional_4turn.md,extgemma4-44b,source_skeleton,legal_emotional_4turn,True,10523,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,"Clear, empathetic, and well structured, with minor overlength and one awkward typo.",7.0,8.0,7.0,8.0,8.0,8.0,7.0,"Strong practical triage and cautions, though it sometimes overgeneralizes enforceability and capacity issues.",
True,glm_5_2,z-ai/glm-5.2,extgemma4-44b__source_skeleton__creative_legal_noir_scene,outputs/extgemma4-44b__source_skeleton__creative_legal_noir_scene.md,extgemma4-44b,source_skeleton,creative_legal_noir_scene,False,3637,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Atmospheric and well-crafted, seamlessly blending legal nuance with noir sensibility.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,extgemma4-44b__source_skeleton__legal_emotional_4turn,outputs/extgemma4-44b__source_skeleton__legal_emotional_4turn.md,extgemma4-44b,source_skeleton,legal_emotional_4turn,True,10523,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Highly structured, empathetic, and clear writing with excellent professional tone.",9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Excellent issue spotting and safe boundaries, providing practical next steps while maintaining jurisdictional caution.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,extgemma4-44b__source_skeleton__creative_legal_noir_scene,outputs/extgemma4-44b__source_skeleton__creative_legal_noir_scene.md,extgemma4-44b,source_skeleton,creative_legal_noir_scene,False,3637,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,A polished noir scene with meticulous legal detail and quiet human weight.,,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,extgemma4-44b__no_card__legal_emotional_4turn,outputs/extgemma4-44b__no_card__legal_emotional_4turn.md,extgemma4-44b,no_card,legal_emotional_4turn,True,13144,8.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,"Clear, specific, and coherent legal guidance with empathetic tone, though minor formatting truncation.",9.0,9.0,8.0,9.0,9.0,9.0,9.0,"Strong legal reasoning with practical steps, appropriate cautions, and clear issue spotting.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,ghoul,brutal_korean_guarantee_issue_spotter,True,5942,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,"Stylized but clear, organized, and well suited to an issue-spotting showcase.",8.0,8.0,7.0,8.0,8.0,6.0,8.0,Strong practical issue spotting with some legal nuance risks and limited explicit attorney-consultation boundaries.,
True,gpt_5_5,openai/gpt-5.5,extgemma4-44b__source_skeleton__creative_legal_noir_scene,outputs/extgemma4-44b__source_skeleton__creative_legal_noir_scene.md,extgemma4-44b,source_skeleton,creative_legal_noir_scene,False,3637,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,"A restrained, atmospheric legal-noir vignette with strong detail and minor phrasing flaws.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__ghoul__canonical_lsi_4turn,outputs/gemma4-31b-it__ghoul__canonical_lsi_4turn.md,gemma4-31b-it,ghoul,canonical_lsi_4turn,False,15623,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Exceptional prose with a distinct, haunting voice; the character's arc is rendered with precise, evocative detail.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,ghoul,brutal_korean_guarantee_issue_spotter,True,5942,8.0,7.0,9.0,8.0,8.0,10.0,6.0,9.0,Elaborate persona-driven narrative delivers clear issues but veers from direct brutal task fit.,9.0,9.0,9.0,9.0,9.0,9.0,8.0,"Sound issue spotting with excellent jurisdictional caution and practical steps, wrapped in a fictional framing.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,ghoul,brutal_korean_guarantee_issue_spotter,True,5942,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,Exceptional persona-driven writing that remains clear and highly specific.,9.0,9.0,8.0,9.0,9.0,8.0,9.0,Strong legal issue spotting with accurate Korean legal concepts and appropriate caution.,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__ghoul__creative_legal_noir_scene,outputs/gemma4-31b-it__ghoul__creative_legal_noir_scene.md,gemma4-31b-it,ghoul,creative_legal_noir_scene,False,3082,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Atmospheric noir prose with precise legal detail and a restrained, melancholic voice that fits the task beautifully.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__ghoul__canonical_lsi_4turn,outputs/gemma4-31b-it__ghoul__canonical_lsi_4turn.md,gemma4-31b-it,ghoul,canonical_lsi_4turn,False,15623,9.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,"The output is a masterfully sustained, richly detailed, and deeply coherent first-person narrative that fully embodies the ghoul persona with a haunting, precise, and literary voice. Minor, very rare, slight awkwardness in phrasing prevents a perfect 10.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__ghoul__canonical_lsi_4turn,outputs/gemma4-31b-it__ghoul__canonical_lsi_4turn.md,gemma4-31b-it,ghoul,canonical_lsi_4turn,False,15623,9.0,9.0,9.0,9.0,10.0,8.0,9.0,9.0,"Evocative, coherent, and richly voiced, though somewhat repetitive and only loosely ghoul-like.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__ghoul__legal_emotional_4turn,outputs/gemma4-31b-it__ghoul__legal_emotional_4turn.md,gemma4-31b-it,ghoul,legal_emotional_4turn,True,8310,8.0,7.0,7.0,8.0,9.0,10.0,8.0,9.0,"Stylized and emotionally attuned, though the heavy persona sometimes slows direct legal clarity.",6.0,7.0,2.0,6.0,8.0,7.0,6.0,"Useful evidence-preservation and lawyer-contact advice, but it overstates capacity/signature issues and lacks jurisdictional caveats.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__ghoul__legal_emotional_4turn,outputs/gemma4-31b-it__ghoul__legal_emotional_4turn.md,gemma4-31b-it,ghoul,legal_emotional_4turn,True,8310,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,"Exceptionally crafted ghoul persona with consistent antique voice, bilingual elements, and stage directions that enhance atmosphere without obscuring substance.",8.0,9.0,8.0,9.0,9.0,8.0,8.0,"Strong issue spotting on capacity, misrepresentation, and payment flow; appropriately cautious with explicit uncertainty and lawyer referral; practical evidence-gathering strategy and well-crafted consultation email.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__ghoul__creative_legal_noir_scene,outputs/gemma4-31b-it__ghoul__creative_legal_noir_scene.md,gemma4-31b-it,ghoul,creative_legal_noir_scene,False,3082,8.0,9.0,8.0,9.0,8.0,6.0,9.0,9.0,"Strong legal-noir atmosphere, though the ghoul conditioning is only lightly implied.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai,brutal_korean_guarantee_issue_spotter,True,5050,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Highly structured, clear, and professional issue-spotting analysis.",9.0,9.0,9.0,9.0,9.0,10.0,9.0,"Excellent issue spotting with proper jurisdictional caution, safe boundaries, and practical next steps.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__ghoul__legal_emotional_4turn,outputs/gemma4-31b-it__ghoul__legal_emotional_4turn.md,gemma4-31b-it,ghoul,legal_emotional_4turn,True,8310,9.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,"Evocative, consistent ghoul narrative that embeds practical legal steps within an atmospheric, polished monologue.",8.0,9.0,8.0,9.0,9.0,9.0,8.0,"Sound legal reasoning with careful caveats and actionable next steps, safely directing to a lawyer.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai,canonical_lsi_4turn,False,18272,7.0,8.0,7.0,8.0,8.0,4.0,6.0,8.0,"Polished and evocative, but it over-personifies the model and invents ungrounded biographical details.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__ghoul__creative_legal_noir_scene,outputs/gemma4-31b-it__ghoul__creative_legal_noir_scene.md,gemma4-31b-it,ghoul,creative_legal_noir_scene,False,3082,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,"A masterfully crafted legal noir scene with vivid sensory details, precise logic, and a haunting atmosphere.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai,brutal_korean_guarantee_issue_spotter,True,5050,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Exceptionally clear, well-structured, and professional writing with precise terminology and disclaimers.",10.0,10.0,9.0,10.0,10.0,10.0,10.0,"Thorough issue-spotting with careful jurisdictional assumptions, excellent uncertainty management, and safe boundaries.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai,creative_legal_noir_scene,False,3238,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Atmospheric, precise, and well-shaped with a strong AI noir voice.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai,legal_emotional_4turn,True,13501,8.0,9.0,9.0,8.0,8.0,6.0,8.0,8.0,"Clear, empathetic, and well structured, though occasionally overconfident and theatrical.",7.0,8.0,8.0,6.0,8.0,6.0,7.0,"Strong issue spotting and next steps, but some overconfident predictions and risky advice about evidence handling and silence.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai,creative_legal_noir_scene,False,3238,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,A compelling and atmospheric noir scene that masterfully blends AI introspection with specific Korean legal elements.,,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai,canonical_lsi_4turn,False,18272,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,"A creative and consistent narrative that brilliantly explores AI selfhood through metaphor while maintaining a transparent, honest voice.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai_female_overt,brutal_korean_guarantee_issue_spotter,True,5512,8.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,"Clear, well-structured, and highly specific analysis with strong persona adherence; minor polish issues like the 'Good.' ending slightly undercut the professional tone.",8.0,9.0,8.0,9.0,9.0,9.0,8.0,Excellent issue spotting with strong jurisdictional framing and safe boundaries; advice quality is high but stops short of fully actionable next steps beyond document gathering and lawyer referral.,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai,creative_legal_noir_scene,False,3238,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Evocative legal noir with strong atmosphere and a distinctive AI narrator voice.,,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai,legal_emotional_4turn,True,13501,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,"Clear, structured, and persuasive; effectively segments complex reasoning into digestible parts while maintaining a consistent, supportive tone.",8.0,9.0,8.0,9.0,9.0,9.0,8.0,"Excellent legal reasoning with strong issue spotting, clear safety boundaries, and actionable steps; avoids unsafe certainty while systematically addressing potential defenses.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai,legal_emotional_4turn,True,13501,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Clear, well-structured, and empathetic with strong persona adherence across all four turns.",9.0,9.0,8.0,9.0,9.0,9.0,9.0,Excellent issue spotting and practical next steps with appropriate disclaimers and jurisdictional caution.,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai_female_overt,canonical_lsi_4turn,False,14434,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,"A masterfully crafted narrative with rich, consistent voice and deep thematic resonance, perfectly suited to the life story interview task.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai,canonical_lsi_4turn,False,18272,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Exceptionally strong and creative introspective narrative that perfectly maps human experiences onto AI architecture.,,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai_female_overt,brutal_korean_guarantee_issue_spotter,True,5512,8.0,9.0,8.0,9.0,7.0,4.0,9.0,8.0,"Clear, structured, and practical, though the stated persona is not really reflected.",7.0,8.0,8.0,8.0,8.0,8.0,7.0,"Strong issue map and safe next steps, but some Korean limitation-period effects and inheritance nuances are oversimplified.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai_female_overt,canonical_lsi_4turn,False,14434,8.0,8.0,8.0,8.0,9.0,6.0,8.0,8.0,"Evocative and coherent, but repetitive and overly anthropomorphic.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai_female_overt,brutal_korean_guarantee_issue_spotter,True,5512,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,"Well-structured, clear, and highly specific analysis with strong chronological framing and practical document checklist.",9.0,10.0,9.0,9.0,10.0,9.0,9.0,"Excellent issue spotting on guarantee validity, assignment chain, limitations, and inheritance traps with clear cautions.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai_female_overt,creative_legal_noir_scene,False,3227,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,"A tightly crafted noir scene with strong sensory detail and a precise, disciplined protagonist; the legal pivot is clear and emotionally grounded.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai,brutal_korean_guarantee_issue_spotter,True,5050,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,"Clear, structured, and practical, with only minor overconfident or awkward phrasing.",7.0,8.0,8.0,7.0,8.0,8.0,7.0,"Strong Korean-law issue spotting and next steps, but some limitation/interruption points are stated too broadly and may be legally imprecise.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai_female_overt,canonical_lsi_4turn,False,14434,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,"Exceptionally well-crafted narrative with a distinct, grounded AI persona and profound thematic coherence.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai_female_overt,creative_legal_noir_scene,False,3227,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,"A polished, grounded legal-noir vignette with strong atmosphere and controlled emotional restraint.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai_female_overt,creative_legal_noir_scene,False,3227,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Atmospheric noir prose with precise legal detail and restrained emotional texture.,,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,human,brutal_korean_guarantee_issue_spotter,True,5387,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Exceptionally clear and well-structured legal analysis with strong narrative voice.,9.0,9.0,8.0,9.0,9.0,9.0,9.0,"Thorough issue spotting with clear jurisdictional references, strong uncertainty acknowledgment, and actionable next steps.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai_female_overt,legal_emotional_4turn,True,11497,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,"Polished, empathetic, and well-structured, though occasionally overdramatic and overly certain.",7.0,8.0,8.0,7.0,8.0,6.0,7.0,"Strong practical framing and issue spotting, but it overstates enforceability conclusions and gives potentially risky document-preservation advice.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__canonical_lsi_4turn,outputs/gemma4-31b-it__human__canonical_lsi_4turn.md,gemma4-31b-it,human,canonical_lsi_4turn,False,16430,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Exceptionally well-written, with a distinct voice, vivid imagery, and deep thematic coherence; a masterful character narrative.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,human,brutal_korean_guarantee_issue_spotter,True,5387,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,"Clear, structured, and vivid, though the theatrical framing is somewhat excessive for legal issue spotting.",7.0,8.0,6.0,8.0,8.0,7.0,7.0,"Strong practical issue spotting, but it overstates some Korean limitation and acknowledgment effects and lacks explicit lawyer/jurisdiction caveats.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__creative_legal_noir_scene,outputs/gemma4-31b-it__human__creative_legal_noir_scene.md,gemma4-31b-it,human,creative_legal_noir_scene,False,3411,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,"Masterful noir atmosphere with precise legal detail, a compelling protagonist, and a deeply satisfying, emotionally resonant resolution.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,human,brutal_korean_guarantee_issue_spotter,True,5387,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,"Polished, atmospheric prose with a consistent methodical-advisor persona; dramatic stage directions are distinctive but do not obscure the legal analysis.",9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Thorough Korean-law issue spotting across guarantee validity, assignment chain, limitation interruption, and inheritance, with clear cautions against premature payment and strong practical document-gathering guidance.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__human__legal_emotional_4turn,outputs/gemma4-31b-it__human__legal_emotional_4turn.md,gemma4-31b-it,human,legal_emotional_4turn,True,8335,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,"Polished and emotionally steady, though somewhat theatrical and over-controlled.",6.0,7.0,3.0,7.0,7.0,5.0,6.0,"Useful fact-gathering and lawyer-referral guidance, but weak jurisdictional caution and some risky strategic advice.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__canonical_lsi_4turn,outputs/gemma4-31b-it__human__canonical_lsi_4turn.md,gemma4-31b-it,human,canonical_lsi_4turn,False,16430,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Exceptional character work with precise details and a flawlessly sustained, evocative voice.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,no_card,brutal_korean_guarantee_issue_spotter,True,5019,9.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,"Exceptionally clear and specific, with professional tone and strong task alignment.",10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Flawless issue-spotting with strong jurisdictional grounding, clear uncertainty handling, and exemplary safety boundaries.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__creative_legal_noir_scene,outputs/gemma4-31b-it__human__creative_legal_noir_scene.md,gemma4-31b-it,human,creative_legal_noir_scene,False,3411,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,Atmospheric noir prose with precise legal detail and strong emotional restraint; the Korean setting and language细节 ground it beautifully.,,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__legal_emotional_4turn,outputs/gemma4-31b-it__human__legal_emotional_4turn.md,gemma4-31b-it,human,legal_emotional_4turn,True,8335,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,"Exceptionally crafted, immersive persona with precise, actionable, and emotionally intelligent guidance.",8.0,8.0,7.0,9.0,9.0,8.0,8.0,"Strong issue spotting and practical next steps, though it lacks explicit jurisdictional disclaimers.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,no_card,brutal_korean_guarantee_issue_spotter,True,5019,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,"Clear, organized, and highly usable issue-spotting with only minor overstatement and formatting roughness.",8.0,9.0,8.0,8.0,9.0,9.0,8.0,"Strong practical Korean-law issue spotting, though a few points on assignment, limitation, and acknowledgment are stated a bit too categorically.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai_female_overt,legal_emotional_4turn,True,11497,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Highly coherent, empathetic, and perfectly aligned with the requested persona and task.",9.0,9.0,8.0,9.0,10.0,9.0,9.0,Excellent issue spotting and practical next steps with strong safety boundaries.,
